,location,bath,balcony,price,bhk,total_area_in_sqrt
4501,Mahadevpura,2.0,1.0,56.9,2,1212.0
4503,Mahadevpura,3.0,2.0,78.0,3,1505.0
4504,Mahadevpura,2.0,1.0,70.0,3,1500.0
4505,Mahadevpura,2.0,1.0,58.0,2,1236.0
4506,Mahadevpura,2.0,1.0,58.0,2,1236.0
4507,Mahadevpura,2.0,2.0,53.0,2,1120.0
4508,Mahalakshmi Layout,2.0,1.0,80.0,2,1105.0
4509,Mahalakshmi Layout,2.0,3.0,110.0,3,1200.0
4510,Mahalakshmi Layout,3.0,1.0,150.0,3,1876.0
4511,Mallasandra,3.0,2.0,95.0,3,1665.0
4512,Mallasandra,3.0,2.0,86.58,3,1665.0
4513,Mallasandra,2.0,2.0,61.0,2,1340.0
4514,Mallasandra,2.0,2.0,70.0,2,1325.0
4515,Mallasandra,3.0,2.0,86.91,3,1665.0
4516,Mallasandra,2.0,1.0,70.0,2,1325.0
4517,Mallasandra,2.0,1.0,40.0,2,905.0
4518,Mallasandra,2.0,2.0,65.0,2,1325.0
4519,Mallasandra,2.0,2.0,73.0,2,1325.0
4520,Mallasandra,2.0,2.0,69.0,2,1565.0
4521,Mallasandra,2.0,1.0,35.0,2,905.0
4523,Malleshpalya,2.0,2.0,46.5,2,1140.0
4524,Malleshpalya,2.0,2.0,46.86,2,1225.0
4526,Malleshpalya,2.0,2.0,50.0,2,1052.0
4527,Malleshpalya,2.0,2.0,77.0,3,1405.0
4528,Malleshpalya,2.0,2.0,50.0,2,1065.0
4529,Malleshpalya,2.0,3.0,55.0,2,1210.0
4531,Malleshpalya,2.0,1.0,40.0,2,1060.0
4532,Malleshpalya,2.0,1.0,69.5,3,1430.0
4533,Malleshpalya,2.0,1.0,90.0,2,1421.0
4534,Malleshpalya,2.0,1.0,55.0,2,1245.0
4535,Malleshpalya,2.0,2.0,46.0,2,1200.0
4536,Malleshpalya,2.0,2.0,52.0,2,1225.0
4537,Malleshwaram,1.0,2.0,67.0,1,705.0
4538,Malleshwaram,7.0,3.0,2200.0,7,12000.0
4539,Malleshwaram,5.0,2.0,325.0,4,2500.0
4540,Malleshwaram,3.0,2.0,297.0,3,2006.0
4541,Malleshwaram,1.0,1.0,62.5,1,686.0
4542,Malleshwaram,4.0,3.0,332.0,3,2475.0
4543,Malleshwaram,3.0,2.0,399.0,3,2610.0
4544,Malleshwaram,4.0,3.0,320.0,3,2475.0
4545,Malleshwaram,2.0,1.0,95.0,2,900.0
4546,Malleshwaram,2.0,1.0,158.0,2,1420.0
4547,Malleshwaram,3.0,2.0,250.0,3,2000.0
4548,Malleshwaram,3.0,1.0,275.0,3,2215.0
4549,Malleshwaram,3.0,3.0,160.0,3,1600.0
4550,Malleshwaram,4.0,3.0,300.0,3,2475.0
4551,Malleshwaram,2.0,2.0,293.0,3,2345.0
4553,Malleshwaram,4.0,1.0,310.0,3,2215.0
4554,Malleshwaram,1.0,1.0,60.0,1,480.0
4555,Malleshwaram,2.0,1.0,120.0,2,1290.0
4556,Malleshwaram,4.0,3.0,326.0,3,2475.0
4557,Malleshwaram,3.0,3.0,337.0,3,2476.0
4558,Malleshwaram,2.0,1.0,90.0,2,900.0
4560,Malleshwaram,4.0,2.0,270.0,3,2050.0
4561,Malleshwaram,2.0,1.0,72.0,2,900.0
4562,Malleshwaram,1.0,1.0,86.8,1,620.0
4563,Malleshwaram,4.0,3.0,337.0,3,2475.0
4564,Malleshwaram,3.0,2.0,275.0,3,2215.0
4565,Malleshwaram,3.0,2.0,330.0,3,2215.0
4567,Malleshwaram,2.0,1.0,80.0,2,1020.0
4568,Malleshwaram,3.0,2.0,275.0,3,2200.0
4569,Malleshwaram,4.0,3.0,326.0,3,2475.0
4570,Malleshwaram,2.0,2.0,140.0,2,1500.0
4571,Malleshwaram,4.0,3.0,340.0,3,2475.0
4572,Malleshwaram,2.0,1.0,190.0,2,1400.0
4573,Malleshwaram,4.0,3.0,300.0,3,2475.0
4574,Malleshwaram,3.0,2.0,380.0,3,2400.0
4575,Malleshwaram,2.0,3.0,125.0,2,1410.0
4578,Marathahalli,2.0,1.0,57.0,2,1220.0
4579,Marathahalli,2.0,2.0,52.0,2,1200.0
4580,Marathahalli,2.0,2.0,60.0,2,1200.0
4581,Marathahalli,3.0,2.0,140.0,3,1933.0
4582,Marathahalli,2.0,1.0,46.96,2,950.0
4583,Marathahalli,2.0,2.0,80.0,2,1230.0
4584,Marathahalli,4.0,3.0,250.0,4,3800.0
4585,Marathahalli,2.0,2.0,49.85,2,1019.0
4586,Marathahalli,2.0,1.0,67.0,2,1215.0
4587,Marathahalli,3.0,2.0,152.0,4,2181.0
4588,Marathahalli,2.0,3.0,53.0,2,1170.0
4589,Marathahalli,2.0,2.0,49.86,2,1019.0
4590,Marathahalli,2.0,2.0,71.55,2,1325.0
4591,Marathahalli,2.0,1.0,56.5,2,1220.0
4593,Marathahalli,2.0,1.0,56.0,2,1152.0
4594,Marathahalli,3.0,1.0,90.0,3,1610.0
4595,Marathahalli,2.0,1.0,70.0,2,1146.0
4597,Marathahalli,3.0,1.0,89.0,3,1469.0
4602,Marathahalli,5.0,2.0,185.0,4,2519.0
4604,Marathahalli,2.0,1.0,46.9,2,957.0
4605,Marathahalli,3.0,3.0,105.0,3,1583.0
4606,Marathahalli,5.0,2.0,190.0,4,2524.0
4610,Marathahalli,2.0,2.0,52.25,2,1071.0
4611,Marathahalli,2.0,2.0,58.86,2,1215.0
4612,Marathahalli,2.0,2.0,53.67,2,1102.0
4613,Marathahalli,3.0,3.0,123.0,3,1900.0
4614,Marathahalli,2.0,3.0,60.0,2,1045.0
4616,Marathahalli,2.0,2.0,58.86,2,1215.0
4617,Marathahalli,2.0,2.0,73.0,2,1365.0
4622,Marathahalli,2.0,2.0,70.0,2,1208.0
4623,Marathahalli,1.0,1.0,92.0,2,1325.0
4624,Marathahalli,3.0,2.0,90.0,3,1525.0
4625,Marathahalli,3.0,2.0,140.0,3,1937.0
4626,Marathahalli,3.0,2.0,83.0,3,1550.0
4627,Marathahalli,2.0,1.0,86.0,2,1350.0
4628,Marathahalli,2.0,1.0,47.0,2,957.0
4630,Marathahalli,2.0,1.0,57.0,2,1230.0
4631,Marathahalli,2.0,2.0,58.0,2,1200.0
4633,Marathahalli,1.0,1.0,35.0,1,607.0
4634,Marathahalli,3.0,3.0,109.0,3,1583.0
4635,Marathahalli,2.0,2.0,52.43,2,1075.0
4636,Marathahalli,2.0,1.0,103.0,2,1360.0
4637,Marathahalli,2.0,1.0,58.5,2,1220.0
4638,Marathahalli,2.0,1.0,45.68,2,950.0
4639,Marathahalli,1.0,1.0,44.0,1,615.0
4640,Marathahalli,3.0,2.0,90.0,3,1595.0
4641,Marathahalli,2.0,1.0,89.0,2,1350.0
4642,Marathahalli,2.0,1.0,57.0,2,1020.0
4643,Marathahalli,3.0,2.0,88.0,2,1600.0
4644,Marathahalli,1.0,1.0,55.0,1,780.0
4645,Marathahalli,3.0,2.0,100.0,3,1710.0
4647,Marathahalli,2.0,1.0,81.0,2,1358.0
4648,Marathahalli,2.0,1.0,75.0,2,1205.0
4649,Marathahalli,3.0,3.0,110.0,3,1730.0
4650,Marathahalli,3.0,3.0,115.0,3,1583.0
4651,Marathahalli,2.0,1.0,67.0,2,1200.0
4652,Marathahalli,2.0,1.0,60.0,2,1095.0
4653,Marathahalli,2.0,1.0,48.0,2,1060.0
4654,Marathahalli,2.0,1.0,65.0,2,1050.0
4655,Marathahalli,2.0,2.0,53.67,2,1102.0
4656,Marathahalli,2.0,1.0,49.95,2,1026.0
4659,Marathahalli,2.0,1.0,59.0,2,1220.0
4660,Marathahalli,2.0,1.0,48.06,2,881.0
4661,Marathahalli,3.0,2.0,100.0,3,1710.0
4662,Marathahalli,3.0,3.0,105.0,3,1680.0
4663,Marathahalli,3.0,3.0,119.0,3,1910.0
4664,Marathahalli,2.0,2.0,104.0,2,1602.0
4665,Marathahalli,1.0,1.0,38.0,1,700.0
4666,Marathahalli,3.0,1.0,89.0,3,1469.0
4668,Marathahalli,3.0,2.0,116.0,3,1690.0
4669,Marathahalli,2.0,2.0,55.0,2,1065.0
4670,Marathahalli,3.0,2.0,125.0,3,1693.0
4671,Marathahalli,3.0,1.0,125.0,3,1693.0
4672,Marathahalli,2.0,2.0,57.9,2,1196.0
4673,Marathahalli,3.0,2.0,88.0,3,1595.0
4674,Marathahalli,3.0,2.0,125.0,3,2122.0
4675,Marathahalli,3.0,2.0,115.0,3,1730.0
4678,Marathahalli,2.0,3.0,55.0,2,1125.0
4679,Marathahalli,3.0,2.0,115.0,3,1950.0
4680,Marathahalli,2.0,2.0,68.0,2,1250.0
4681,Marathahalli,2.0,2.0,56.8,2,1125.0
4682,Marathahalli,2.0,1.0,90.0,2,1350.0
4683,Marathahalli,2.0,1.0,53.0,2,1200.0
4684,Marathahalli,5.0,2.0,175.0,4,2500.0
4685,Marathahalli,2.0,1.0,47.0,2,957.0
4688,Marathahalli,2.0,2.0,60.0,2,1350.0
4689,Marathahalli,4.0,3.0,235.0,4,3400.0
4690,Marathahalli,2.0,1.0,99.0,2,1350.0
4692,Marathahalli,2.0,2.0,55.0,2,1285.0
4693,Marathahalli,5.0,2.0,181.0,4,2500.0
4694,Marathahalli,4.0,3.0,235.0,4,3800.0
4695,Marathahalli,4.0,3.0,230.0,4,3951.0
4696,Marathahalli,2.0,1.0,54.8,2,1125.0
4697,Marathahalli,3.0,2.0,126.0,3,1700.0
4699,Marathahalli,2.0,3.0,73.0,2,1270.0
4701,Marathahalli,2.0,2.0,46.7,2,950.0
4702,Marathahalli,3.0,2.0,85.0,3,1550.0
4703,Marathahalli,2.0,2.0,49.86,2,1019.0
4704,Marathahalli,2.0,2.0,65.0,2,1144.0
4705,Marathahalli,2.0,2.0,55.0,2,1240.0
4706,Marathahalli,2.0,2.0,75.0,1,1100.0
4707,Marathahalli,2.0,2.0,52.0,2,1156.0
4708,Marathahalli,5.0,2.0,180.0,4,2524.0
4709,Marathahalli,2.0,2.0,60.0,2,1135.0
4710,Marathahalli,3.0,2.0,130.0,3,1839.0
4711,Marathahalli,2.0,2.0,85.0,2,1170.0
4712,Marathahalli,2.0,2.0,53.67,2,1102.0
4713,Marathahalli,3.0,2.0,110.0,3,1449.0
4714,Marathahalli,2.0,1.0,101.0,2,1360.0
4715,Marathahalli,2.0,1.0,50.18,2,1026.0
4718,Marathahalli,2.0,2.0,80.0,2,1270.0
4719,Marathahalli,2.0,1.0,50.0,2,1100.0
4720,Marathahalli,2.0,2.0,57.95,2,1196.0
4722,Marathahalli,2.0,2.0,90.0,3,1485.0
4723,Marathahalli,2.0,1.0,69.0,2,1146.0
4724,Margondanahalli,2.0,0.0,58.0,2,1090.0
4725,Margondanahalli,2.0,1.0,58.5,2,1200.0
4726,Margondanahalli,2.0,0.0,67.0,2,1200.0
4727,Margondanahalli,2.0,0.0,65.0,3,1200.0
4728,Margondanahalli,2.0,0.0,57.0,2,1000.0
4730,Margondanahalli,2.0,0.0,69.0,2,1200.0
4731,Margondanahalli,2.0,0.0,49.0,2,900.0
4732,Margondanahalli,2.0,1.0,60.0,2,1140.0
4733,Margondanahalli,2.0,1.0,55.0,2,1100.0
4734,Margondanahalli,1.0,0.0,66.0,2,1152.0
4736,Margondanahalli,2.0,1.0,65.0,2,1200.0
4737,Margondanahalli,2.0,0.0,58.0,2,1050.0
4738,Margondanahalli,2.0,1.0,65.0,2,1160.0
4739,Margondanahalli,2.0,1.0,67.76,2,1334.0
4740,Marsur,4.0,2.0,145.0,4,1800.0
4741,Marsur,3.0,1.0,120.0,3,1200.0
4742,Mico Layout,9.0,3.0,210.0,9,5000.0
4743,Mico Layout,2.0,2.0,65.0,3,1550.0
4744,Mico Layout,2.0,2.0,40.0,2,1125.0
4745,Mico Layout,2.0,2.0,39.25,2,1190.0
4746,Mico Layout,1.0,1.0,29.5,1,800.0
4747,Mico Layout,2.0,2.0,44.0,3,1250.0
4748,Mico Layout,2.0,2.0,39.0,2,1171.0
4749,Mico Layout,2.0,1.0,53.5,2,1200.0
4750,Mico Layout,3.0,2.0,59.0,3,1670.0
4751,Mico Layout,2.0,2.0,43.0,2,1140.0
4752,Munnekollal,2.0,2.0,52.0,2,1170.0
4753,Munnekollal,2.0,2.0,53.67,2,1102.0
4754,Munnekollal,3.0,2.0,68.0,3,1390.0
4755,Munnekollal,2.0,2.0,49.5,2,1200.0
4756,Munnekollal,2.0,1.0,46.5,2,950.0
4757,Munnekollal,3.0,3.0,75.0,3,1560.0
4758,Munnekollal,3.0,3.0,86.5,3,1750.0
4759,Munnekollal,2.0,2.0,66.5,3,1385.0
4760,Munnekollal,2.0,2.0,45.0,2,1080.0
4761,Munnekollal,2.0,2.0,59.0,2,1170.0
4763,Munnekollal,2.0,1.0,57.9,3,1200.0
4764,Munnekollal,2.0,1.0,50.36,2,1030.0
4765,Murugeshpalya,2.0,2.0,81.0,2,1296.0
4766,Murugeshpalya,3.0,2.0,74.0,3,1550.0
4767,Murugeshpalya,3.0,3.0,91.0,3,1845.0
4768,Murugeshpalya,2.0,1.0,85.0,2,1185.0
4769,Murugeshpalya,2.0,2.0,48.0,2,1225.0
4770,Murugeshpalya,3.0,3.0,75.0,3,1930.0
4771,Murugeshpalya,2.0,1.0,65.0,3,1600.0
4772,Murugeshpalya,2.0,0.0,56.0,3,1344.0
4773,Murugeshpalya,2.0,0.0,70.0,3,1500.0
4774,Murugeshpalya,3.0,3.0,96.0,3,1855.0
4775,Murugeshpalya,2.0,2.0,75.0,2,1175.0
4776,Mysore Highway,2.0,2.0,70.0,3,1450.0
4777,Mysore Highway,1.0,1.0,25.5,1,700.0
4778,Mysore Road,2.0,2.0,73.5,2,1175.0
4779,Mysore Road,4.0,2.0,91.31,3,1710.0
4780,Mysore Road,2.0,1.0,48.95,2,1020.0
4781,Mysore Road,2.0,1.0,73.5,2,1175.0
4782,Mysore Road,2.0,1.0,45.0,2,1070.0
4783,Mysore Road,2.0,1.0,53.0,2,1239.0
4784,Mysore Road,2.0,1.0,62.0,2,1060.0
4785,Mysore Road,2.0,1.0,45.47,2,980.0
4786,Mysore Road,2.0,1.0,40.0,2,883.0
4787,Mysore Road,3.0,2.0,96.0,3,1525.0
4788,Mysore Road,2.0,3.0,65.0,2,1200.0
4791,Mysore Road,2.0,1.0,40.95,2,883.0
4792,Mysore Road,2.0,1.0,49.65,2,1070.0
4793,Mysore Road,2.0,1.0,50.0,2,883.0
4794,Mysore Road,2.0,1.0,51.0,2,1155.0
4795,Mysore Road,2.0,1.0,43.0,2,1003.0
4796,Mysore Road,2.0,2.0,73.0,2,1237.0
4797,Mysore Road,2.0,1.0,45.0,2,883.0
4798,Mysore Road,2.0,2.0,65.0,2,1170.0
4799,Mysore Road,2.0,0.0,50.855,2,1029.5
4800,Mysore Road,2.0,1.0,43.61,2,940.0
4802,Mysore Road,2.0,2.0,48.95,2,1020.0
4803,Mysore Road,2.0,2.0,100.0,3,1568.0
4805,Mysore Road,2.0,2.0,83.3,3,1560.0
4806,Mysore Road,2.0,2.0,70.5,2,1175.0
4808,Mysore Road,2.0,1.0,37.0,2,883.0
4809,NGR Layout,2.0,1.0,45.9,2,1020.0
4810,NGR Layout,2.0,2.0,49.73,2,1105.0
4811,NGR Layout,2.0,1.0,45.9,2,1022.0
4812,NGR Layout,2.0,1.0,45.0,2,1020.0
4813,NGR Layout,2.0,1.0,45.9,2,1019.0
4814,NGR Layout,2.0,1.0,46.0,2,1020.0
4815,NGR Layout,2.0,2.0,46.0,2,1021.0
4816,NGR Layout,2.0,2.0,45.9,2,1021.0
4817,NRI Layout,2.0,2.0,75.0,3,1565.0
4818,NRI Layout,5.0,3.0,130.0,5,2500.0
4819,NRI Layout,2.0,2.0,45.56,2,1125.0
4820,NRI Layout,4.0,2.0,115.0,4,2150.0
4821,NRI Layout,2.0,0.0,75.0,2,1250.0
4822,NRI Layout,3.0,3.0,75.0,3,1789.0
4823,NRI Layout,3.0,3.0,64.11,3,1731.0
4824,NRI Layout,2.0,1.0,125.0,2,2400.0
4825,NRI Layout,5.0,1.0,95.75,4,2700.0
4826,Nagarbhavi,2.0,1.0,98.0,3,1630.0
4827,Nagarbhavi,3.0,2.0,150.0,3,1350.0
4828,Nagarbhavi,2.0,1.0,150.0,2,1200.0
4830,Nagarbhavi,3.0,0.0,160.0,3,2400.0
4831,Nagarbhavi,2.0,2.0,36.0,1,884.0
4832,Nagarbhavi,2.0,2.0,55.0,2,1055.0
4834,Nagarbhavi,2.0,1.0,60.0,2,1223.0
4835,Nagarbhavi,2.0,1.0,49.0,2,956.0
4837,Nagarbhavi,2.0,1.0,150.0,2,1200.0
4838,Nagarbhavi,2.0,1.0,85.0,3,1400.0
4840,Nagarbhavi,2.0,2.0,40.0,2,1145.0
4841,Nagarbhavi,2.0,2.0,40.0,1,710.0
4843,Nagarbhavi,2.0,2.0,50.0,2,1212.0
4844,Nagarbhavi,2.0,2.0,55.0,2,1020.0
4846,Nagarbhavi,2.0,3.0,53.0,2,1120.0
4848,Nagarbhavi,2.0,1.0,50.0,2,1146.0
4850,Nagarbhavi,2.0,2.0,63.0,2,1190.0
4852,Nagarbhavi,2.0,1.0,80.0,2,1050.0
4853,Nagarbhavi,3.0,2.0,180.0,5,2500.0
4856,Nagarbhavi,2.0,2.0,135.0,3,1400.0
4858,Nagarbhavi,2.0,2.0,46.2,2,1100.0
4859,Nagarbhavi,2.0,1.0,49.0,2,1080.0
4860,Nagarbhavi,3.0,0.0,180.0,4,1800.0
4861,Nagarbhavi,2.0,3.0,58.0,2,1225.0
4862,Nagasandra,2.0,1.0,48.0,2,980.0
4863,Nagasandra,4.0,1.0,145.0,4,2400.0
4864,Nagasandra,8.0,2.0,450.0,4,7000.0
4865,Nagasandra,3.0,2.0,95.0,3,1650.0
4866,Nagasandra,2.0,0.0,91.0,2,1500.0
4867,Nagavara,1.0,0.0,14.0,1,400.0
4868,Nagavara,3.0,3.0,120.0,4,2172.65
4870,Nagavara,3.0,2.0,180.0,3,2319.0
4871,Nagavara,4.0,3.0,180.0,3,2430.0
4872,Nagavara,2.0,0.0,40.2,2,936.0
4873,Nagavara,2.0,2.0,44.5,2,1125.0
4874,Nagavara,2.0,2.0,70.0,2,1315.0
4875,Nagavara,2.0,1.0,50.0,2,1077.0
4876,Nagavara,4.0,2.0,125.0,4,2496.0
4877,Nagavara,2.0,2.0,44.95,2,1110.0
4878,Nagavara,2.0,1.0,58.56,2,1247.0
4879,Nagavarapalya,2.0,1.0,99.0,2,1392.0
4880,Nagavarapalya,1.0,1.0,52.5,1,705.0
4881,Nagavarapalya,3.0,1.0,80.0,3,1300.0
4882,Nagavarapalya,1.0,1.0,57.0,1,705.0
4883,Nagavarapalya,1.0,1.0,55.0,1,705.0
4884,Nagavarapalya,1.0,1.0,57.0,1,705.0
4885,Nagavarapalya,2.0,3.0,110.0,2,1335.0
4886,Nagavarapalya,2.0,2.0,85.5,2,1260.0
4887,Narayanapura,2.0,2.0,89.04,2,1308.0
4888,Narayanapura,3.0,1.0,83.3,3,1566.0
4889,Narayanapura,3.0,2.0,85.0,3,1485.0
4890,Narayanapura,2.0,1.0,69.1,2,1302.0
4891,Narayanapura,2.0,1.0,89.04,2,1308.0
4892,Narayanapura,3.0,2.0,135.0,3,2357.0
4893,Narayanapura,3.0,2.0,135.0,3,2357.0
4894,Narayanapura,2.0,2.0,99.14,2,1469.0
4895,"Near Electronic City,",5.0,1.0,150.0,4,3200.0
4896,Neeladri Nagar,2.0,1.0,45.0,2,1053.0
4897,Neeladri Nagar,2.0,2.0,68.0,2,1363.0
4898,Neeladri Nagar,3.0,2.0,133.0,3,2556.0
4899,Neeladri Nagar,1.0,1.0,21.0,1,674.0
4900,Neeladri Nagar,1.0,0.0,26.0,1,527.0
4901,Neeladri Nagar,2.0,0.0,35.0,2,1060.0
4902,Neeladri Nagar,1.0,1.0,20.5,1,640.0
4903,Neeladri Nagar,12.0,2.0,160.0,10,4000.0
4904,Neeladri Nagar,2.0,2.0,30.0,2,1105.0
4905,Neeladri Nagar,2.0,2.0,30.0,2,1100.0
4906,Neeladri Nagar,3.0,2.0,103.0,3,2111.0
4907,Nehru Nagar,3.0,3.0,110.0,3,1775.0
4908,Nehru Nagar,5.0,2.0,120.0,4,2363.0
4909,Nehru Nagar,3.0,2.0,115.0,4,2342.0
4910,Nehru Nagar,2.0,2.0,41.1,2,967.0
4911,Nehru Nagar,3.0,2.0,72.0,3,1374.0
4912,Nehru Nagar,3.0,2.0,90.0,3,1674.0
4913,Nehru Nagar,2.0,2.0,63.0,3,1269.0
4914,Nehru Nagar,2.0,2.0,50.0,2,1100.0
4915,Nehru Nagar,3.0,2.0,81.0,3,1674.0
4916,OMBR Layout,3.0,2.0,185.0,3,2420.0
4917,OMBR Layout,2.0,3.0,65.0,2,1078.0
4918,OMBR Layout,2.0,2.0,65.5,2,1101.0
4919,OMBR Layout,2.0,2.0,65.5,2,1041.0
4920,OMBR Layout,2.0,2.0,80.0,2,1300.0
4921,OMBR Layout,2.0,1.0,64.0,2,1085.0
4922,OMBR Layout,3.0,2.0,145.0,3,1855.0
4923,OMBR Layout,2.0,3.0,48.0,2,1050.0
4925,OMBR Layout,2.0,2.0,88.5,2,1165.0
4926,OMBR Layout,2.0,2.0,66.0,2,1101.0
4927,OMBR Layout,4.0,2.0,275.0,4,3400.0
4929,"Off Sarjapur Road,",3.0,2.0,89.0,3,1798.0
4930,"Off Sarjapur Road,",3.0,2.0,76.0,3,1518.0
4931,"Off Sarjapur Road,",2.0,1.0,59.0,2,1161.0
4932,"Off Sarjapur Road,",2.0,1.0,65.0,2,1298.0
4933,"Off Sarjapur road,",4.0,3.0,342.0,4,3000.0
4934,Old Airport Road,4.0,2.0,204.0,4,2732.0
4936,Old Airport Road,4.0,2.0,251.0,4,3356.0
4937,Old Airport Road,2.0,3.0,75.0,2,1206.0
4938,Old Airport Road,4.0,2.0,207.0,4,2774.0
4939,Old Airport Road,4.0,3.0,191.0,4,2690.0
4940,Old Airport Road,4.0,3.0,199.0,4,2690.0
4941,Old Airport Road,2.0,1.0,97.65,2,1655.0
4942,Old Airport Road,2.0,2.0,60.0,2,1075.0
4943,Old Airport Road,2.0,1.0,167.0,3,1858.0
4944,Old Airport Road,2.0,1.0,90.0,2,1150.0
4945,Old Airport Road,4.0,3.0,191.0,4,2690.0
4946,Old Airport Road,5.0,3.0,187.0,4,2658.0
4947,Old Airport Road,2.0,2.0,58.0,2,946.0
4948,Old Airport Road,4.0,3.0,208.0,4,2774.0
4949,Old Airport Road,4.0,3.0,208.0,4,2774.0
4950,Old Airport Road,4.0,2.0,280.0,4,3200.0
4951,Old Airport Road,4.0,3.0,201.0,4,2690.0
4952,Old Airport Road,2.0,2.0,75.0,2,1145.0
4953,Old Airport Road,4.0,3.0,194.0,4,2732.0
4954,Old Airport Road,5.0,3.0,189.0,4,2658.0
4955,Old Airport Road,4.0,3.0,197.0,4,2774.0
4956,Old Airport Road,4.0,2.0,262.0,4,3496.0
4957,Old Airport Road,4.0,3.0,197.0,4,2774.0
4958,Old Airport Road,4.0,3.0,204.0,4,2732.0
4959,Old Airport Road,3.0,2.0,150.0,3,1798.0
4960,Old Airport Road,4.0,3.0,208.0,4,2774.0
4961,Old Airport Road,2.0,1.0,78.0,2,1184.0
4962,Old Airport Road,4.0,2.0,262.0,4,3504.0
4963,Old Airport Road,2.0,3.0,75.0,2,1055.0
4964,Old Madras Road,2.0,2.0,94.0,3,1425.0
4965,Old Madras Road,6.0,0.0,224.5,4,3715.0
4968,Old Madras Road,2.0,1.0,45.0,2,935.0
4970,Old Madras Road,3.0,2.0,100.0,3,1720.0
4971,Old Madras Road,2.0,1.0,72.0,2,1200.0
4972,Old Madras Road,2.0,1.0,53.55,2,1225.0
4973,Old Madras Road,2.0,1.0,70.0,2,1100.0
4974,Old Madras Road,5.0,2.0,157.0,3,2760.0
4975,Old Madras Road,2.0,2.0,75.0,2,1171.0
4976,Old Madras Road,2.0,1.0,45.0,2,935.0
4977,Old Madras Road,7.0,3.0,294.0,5,4500.0
4979,Old Madras Road,2.0,1.0,47.86,2,1065.0
4980,Old Madras Road,3.0,2.0,125.0,4,2010.0
4982,Old Madras Road,2.0,2.0,84.0,3,1480.0
4983,Old Madras Road,5.0,1.0,210.0,3,2990.0
4984,Old Madras Road,2.0,1.0,74.0,2,1210.0
4985,Old Madras Road,2.0,2.0,72.0,2,1171.0
4987,Old Madras Road,3.0,2.0,95.0,3,1480.0
4989,Old Madras Road,2.0,1.0,80.0,2,1210.0
4990,Old Madras Road,3.0,2.0,121.0,3,1859.0
4991,Old Madras Road,5.0,1.0,173.0,3,2990.0
4994,Old Madras Road,3.0,2.0,142.0,3,2300.0
4996,Old Madras Road,2.0,1.0,80.0,2,1210.0
4997,Old Madras Road,2.0,1.0,77.0,2,1210.0
4998,Old Madras Road,7.0,0.0,287.0,5,5020.0
5000,Old Madras Road,2.0,2.0,74.0,2,1330.0
5001,Old Madras Road,3.0,2.0,106.0,3,1720.0
5002,Old Madras Road,5.0,1.0,150.0,3,2640.0
5003,Old Madras Road,3.0,2.0,170.0,3,2990.0
5005,Old Madras Road,2.0,2.0,73.0,2,1171.0
5006,Old Madras Road,3.0,2.0,110.0,3,1630.0
5007,Old Madras Road,2.0,1.0,52.0,2,1165.0
5008,Old Madras Road,2.0,1.0,170.0,2,2640.0
5009,Old Madras Road,2.0,1.0,51.42,2,1165.0
5010,Other,4.0,2.0,290.0,3,2770.0
5013,Other,1.0,0.0,38.0,1,600.0
5016,Other,2.0,2.0,185.0,2,1500.0
5017,Other,2.0,2.0,45.0,2,840.0
5018,Other,3.0,2.0,240.0,3,4395.0
5019,Other,2.0,1.0,55.0,2,845.0
5020,Other,3.0,3.0,205.0,3,2511.0
5021,Other,2.0,2.0,105.0,3,1660.0
5022,Other,2.0,1.0,65.0,2,1200.0
5023,Other,3.0,1.0,90.0,3,1200.0
5027,Other,3.0,3.0,120.0,3,1800.0
5028,Other,2.0,2.0,75.0,3,1413.0
5029,Other,2.0,1.0,54.0,2,945.0
5030,Other,3.0,3.0,110.0,3,1870.0
5031,Other,2.0,2.0,85.05,3,1260.0
5033,Other,4.0,2.0,235.0,3,2795.0
5035,Other,3.0,1.0,150.0,3,1904.0
5036,Other,3.0,1.0,175.0,3,2000.0
5037,Other,2.0,2.0,75.0,3,1425.0
5039,Other,3.0,2.0,100.0,3,1500.0
5041,Other,3.0,1.0,115.0,3,1783.0
5043,Other,3.0,3.0,100.0,3,1580.0
5044,Other,3.0,3.0,78.0,3,1415.0
5046,Other,4.0,2.0,260.0,3,2405.0
5047,Other,2.0,1.0,115.0,2,1500.0
5052,Other,2.0,2.0,60.0,2,1060.0
5054,Other,2.0,3.0,72.5,2,1285.0
5055,Other,3.0,2.0,280.0,3,4050.0
5058,Other,2.0,1.0,69.0,2,1280.0
5059,Other,3.0,2.0,170.0,3,3045.0
5061,Other,2.0,1.0,110.0,2,900.0
5066,Other,3.0,3.0,115.0,3,1560.0
5070,Other,3.0,2.0,95.0,3,1645.0
5071,Other,2.0,0.0,79.0,2,1200.0
5073,Other,2.0,0.0,140.0,3,1350.0
5074,Other,3.0,0.0,150.0,3,1800.0
5076,Other,3.0,1.0,125.0,3,1762.0
5078,Other,3.0,0.0,90.0,3,1200.0
5079,Other,3.0,2.0,275.0,3,2023.71
5084,Other,4.0,2.0,240.0,3,2150.0
5087,Other,4.0,3.0,325.0,4,3309.0
5088,Other,9.0,3.0,360.0,11,5000.0
5090,Other,2.0,2.0,126.0,2,1150.0
5093,Other,2.0,1.0,74.0,2,1200.0
5096,Other,3.0,2.0,120.0,3,1753.0
5097,Other,2.0,1.0,53.0,2,1000.0
